complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-000986,2024-11-15T12:00:00-05:00,Debt collection,"Cedars Business Services, LLC",PA,"More than XXXX years after a trip to XXXX, I received a letter on XX/XX/year> from XXXX XXXX XXXX, a debt collector. Their address is XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, and phone number is XXXX. The letter stated that I had committed a traffic infraction in XXXX and that I owed XXXX XXXX, which as of today is {$690.00}. While in XXXX XXXX years ago, I was never stopped by the police, nor did I receive a traffic ticket. I have not received any proof of the alleged traffic violation, nor have I been given the opportunity to appeal or dispute the claim. I believe that this may be a scam.",Closed with explanation,Debt Collection and Validation Issues,0.9,,2,Negative,Worried
CFPB-000987,2023-09-27T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,"There are some accounts that are reporting with redacted account numbers, I don't recognize these accounts, I called the creditors to ask for signed applications so that I could see, I suspect someone stole my identity, the accounts are as follows : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Also a long list of inquiries made without my consent : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  I never authorized any of those inquiries.",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.9,Unauthorized Credit Inquiries,1,Very Negative,Worried
CFPB-000988,2025-03-14T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,"I have an account showing on my credit from XXXX XXXX XXXX which is not mine, I disputed the account and requested they provide me with documentations used to verify the dispute. They updated the account showing there was XXXX payments made on the account but then shows 75 percent of the loan remaining with ontime payments. it also shows charged off but list the account as open. Trans union did not verify the account nor did they meet the requirements setforth under the FDCPA and provide me with the requested documents and method of verification. As stated on the dispute a statement does not satisfy this request but they didnt even do that either.",Closed with non-monetary relief,Dispute Process Failures,0.9,Identity Theft & Fraudulent Accounts,2,Negative,Frustrated
CFPB-000989,2023-11-02T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,"Within 15 days from now, I will be updating my credit reports once more. Let just repeat that per FCRA section 605b Credit Reporting Agencies are required to remove any items listed on an id theft report. And I also attached the files that I include in my complaint dated XX/XX/XXXX. This was my 16th complaint and a follow up notice that I need these items below REMOVED within the given 15 days timeframe. Please see the items below : EXPERIAN : XXXX XXXX XXXX XXXX XXXX, AL XXXX XX/XX/XXXX XXXX XXXX XXXX Balance : {$32000.00} XXXX : XXXX XXXX XXXX Balance : {$32000.00} ( Original Creditor : XXXX XXXX ) XXXX Balance : {$180.00} XXXX : XXXX XXXX XXXX Balance XXXX {$32000.00} XXXX XXXX XX/XX/XXXXXXXX XXXX XXXX XX/XX/XXXX",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,Dispute Process Failures,2,Negative,Frustrated
CFPB-000990,2025-03-04T12:00:00-05:00,Credit card,AMERICAN EXPRESS COMPANY,GA,"I have tried on numerous occasions to communicate with American Express regarding their fraudulent accounts. I have also filed a complaint with the Federal Trade Commission against them. I also spoke with American Express on XX/XX/year>, regarding an account that was t was opened on XX/XX/year>. It is stating that the account is current with an outstanding balance of XXXX. When I spoke with the credit bureaus, they stated that American Express said I agreed to make payments on the account. I never made such a statement, nor have I made any payments that would suggest that I have an agreement with them. When I spoke with American Express, I informed them that the account was opened at a time when I was in pXXXX  I was not XXXX until XX/XX/year>. 

American Express XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I have included my original disputes with this company along with a copy of my XXXX XXXX XXXX. I respectfully request that this company be investigated for failing to honor my ",Closed with explanation,Identity Theft and Fraudulent Accounts,0.9,Dispute and Investigation Process Issues,1,Very Negative,Frustrated
CFPB-000991,2024-01-30T12:00:00-05:00,"Money transfer, virtual currency, or money service","CUSTOMERS BANCORP, INC",CA,"Commencing on or about XXXX XX/XX/XXXX XXXX, I fell victim to a multi-layered scam operation run by unknown individual ( the Fraudster ), which involved me making deposits for a total amount of XXXX USD from my XXXX XXXXXXXX XXXX account to Customers Bank at the instructions of the scammers.",Closed with explanation,"Billing, Fees & Card Disputes",0.7,,2,Negative,Frustrated
CFPB-000992,2023-08-08T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,"I am a victim of identity theft. I am writing to request that you block the following fraudulent information from my credit report. I have no idea how the theft took place. I also have no knowledge of any suspects. I did not receive any money, goods, or services as a result of identity theft. Please let me know if you need any other information from me to block this information from my credit report. Thank you.XXXX  XXXX XXXX XXXX",Closed with non-monetary relief,Identity Theft & Fraudulent Accounts,1.0,,2,Negative,Worried
CFPB-000993,2019-08-16T12:00:00-05:00,Credit card,JPMORGAN CHASE & CO.,CA,"Hi : I applied and was approved for a co-branded XXXX   XXXX XXXX Card from Chase on XX/XX/2019. According to their terms & conditions, I was to receive XXXX XXXX XXXX XXXX within 60 days of account opening to my XXXX XXXX XXXX. ( please see the paragraph from the terms & conditions below ) I contacted Chase customer service department and was told by their representatives, supervisors and managers that I would not qualify for that benefit due to their erroneous interpretation of their terms. The matter was escalated to their Executive Offices. The team lead "" XXXX '', who after her research, assured me that her customer service department and her own team members did not interpret their own terms correctly and I would receive the XXXX XXXX XXXX XXXX   within 60 days of account opening which would have been XX/XX/2019. 
As we are more than 1 month past that date, I've left 3 messages for XXXX without any response. I have stayed at XXXX XXXX during the last month and missed out on the a",Closed with non-monetary relief,Customer Service and Communication Failures,0.8,Loan Servicing and Payment Disputes,2,Negative,Frustrated
CFPB-000994,2023-08-31T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,MA,"My name is XXXX XXXX this complaint is not made in error neither is it being made by a third party.I declare under penalty of perjury I am alleging that a person or company- without my authorization- from unauthorized use of my social security number and card used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. I have no knowledge of this and All is being investigated by the FTC and Under 15 U.S. Code 1681b Permissible purposes of consumer reports i never gave any written consent to report anything on my consumer reports no consent is fraud.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Worried
CFPB-000995,2022-05-04T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,"In accordance with the Fair Credit Reporting act XXXX Account XXXX XXXX XXXX XXXX XXXX has violated my rights. 

XXXX XXXX XXXX Transunion : Acct # XXXX {$1200.00} XXXX : Acct # XXXX {$1200.00} XXXX XXXX Acct # # # # # # XXXX {$1200.00} XXXX  XXXX XXXX XXXX XXXX Acct # # # # # # # XXXX {$370.00} 15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.75,,2,Negative,Frustrated
CFPB-000996,2023-04-02T12:00:00-05:00,Debt collection,NBT BANCORP INC.,PA,"This company is biased, I have a joint auto loan with this company XXXX XXXX XXXX XXXX, with my husband. They reported on his credit report paid on time. But on my credit report they only report when I am late. My husband checked his credit report and they reported him paid on time and on my credit report its showing late after making my payment at the same time as my husband, thats the point of a joint account it gets paid the same time coming out of our shared accounts. 


XXXX XXXX XXXX XXXX XXXX, NY XXXX XXXX",Closed with explanation,Inaccurate Payment History & Account Data,0.85,,2,Negative,Frustrated
CFPB-000997,2022-02-12T12:00:00-05:00,Debt collection,"EQUIFAX, INC.",FL,"XXXX XXXX / XXXX / {$700.00} / ( Original Creditor : )/ XXXX / {$150.00} 15 U.S. Code 1681i - Procedure in case of disputed accuracy ( A ) In general Before the expiration of the 5-business-day period beginning on the date on which a consumer reporting agency receives notice of a dispute from any consumer or a reseller in accordance with paragraph ( 1 ), the agency shall provide notification of the dispute to any person who provided any item of information in dispute, at the address and in the manner established with the person. The notice shall include all relevant information regarding the dispute that the agency has received from the consumer or reseller.

( B ) Provision of other information The consumer reporting agency shall promptly provide to the person who provided the information in dispute all relevant information regarding the dispute that is received by the agency from the consumer or the reseller after the period referred to in subparagraph ( A ) and before the end of the",Closed with explanation,Dispute Process Failures,0.75,,3,Neutral,Neutral
CFPB-000998,2025-07-15T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,"I have repeatedly attempted to have these discrepancies reviewed and corrected, yet no significant action has been taken. Despite submitting all required documentation and following up multiple times, the inaccuracies on my credit report remain unresolved. This prolonged issue has led to ongoing financial strain and has severely impacted my well-being. The process of addressing these errors has been both frustrating and mentally exhausting. 

According to the Fair Credit Reporting Act ( FCRA ), I am entitled to a credit report that accurately reflects my financial history, including the timely correction or removal of any outdated or incorrect information. I am urging you to take immediate action to either update or delete the reported late payment entries. Continued failure to act would be a direct violation of my rights under federal law. 

I appreciate your prompt attention to this matter and expect a timely resolution.",Closed with non-monetary relief,Dispute Process Failures,0.9,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-000999,2025-06-28T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,"I previously disputed this item, but TransUnion claimed it was verified as accurate. However, I am a XXXX XXXX XXXX XXXX and under 15 U.S. Code 1681c3, I have the right to have all adverse credit items resulting from identity theft or XXXX  permanently removed from my credit report. The XXXX XXXX  bankruptcy ( Docket # XXXX ) and related fraudulent accounts were not authorized by me and are a direct result of XXXX XXXX 

Furthermore, the XXXX Bankruptcy XXXX for XXXX Michigan has confirmed that it does not verify bankruptcy information to credit reporting agencies. Under FCRA 1681i ( a ), credit reporting agencies must conduct a reasonable reinvestigation and verify disputed information directly with the original sourcein this case, the court. Since the court does not provide such verification, any attempt by TransUnion to verify this bankruptcy using other sources violates federal law.

As required by federal law, I demand this items immediate removal. Failure to comply will result in",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,Dispute Process Failures,2,Negative,Frustrated
CFPB-001000,2024-05-26T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,SC,"I'm writing to formally contest any errors that may have appeared on my credit report. After carefully going over the information, I've found several serious mistakes in the account details. These errors are worrying because they could have a negative effect on my opportunities and financial situation. 

For my credit profile to remain accurate and legitimate, these inconsistencies must be quickly fixed. In compliance with the Fair Credit Reporting Act ( FCRA ), I demand a full inquiry into the contested items and their prompt rectification. 

For your perusal and consideration, I have included supporting material that highlights the differences. I sincerely appreciate your prompt attention to this problem, since it is critical to preserving my financial security.",Closed with explanation,Dispute Process Failures,0.85,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-001001,2022-08-25T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",OK,"I have recently reviewed my credit report and noticed some unauthorized accounts on my credit report and under 15 USC 1681 a number 3, You guys assumed this role without permission not only that you did not have my consent. You guys did not respect my right to privacy which is under 15 USC 1681 a number 4. You did not exercise your grave responsibility, you were unfair, you were partial. I have already taken the liberty to file a CFPB report and an attorney general 's complaint. You never had a permissible purpose Under 1681 b number 2. | never instructed you guys to furnish this report and I never consented to this report in the first place. What I am demanding right now is that you guys delete all of these accounts off my report.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.95,,2,Negative,Angry
CFPB-001002,2025-07-23T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CT,"When I checked my credit report today, I found some inaccurate accounts that hadnt been there before. I refreshed my browser just in case it was a display error, but nothing changed. Im now asking that the documents Ive already sent be reviewed properly so I can move forward without having to worry about this again.",Closed with non-monetary relief,Inaccurate Payment History & Account Data,0.75,Dispute Process Failures,2,Negative,Frustrated
CFPB-001003,2020-06-09T12:00:00-05:00,Debt collection,Credit Bureau Services Association,TX,"I knew the debt was owed, and was making small incremental payments to the original company. They proceeded to send the debt to a collection angency, CBSA Collection, who had the wrong amount owed, told me that the management company said I was not paying or paying too slow. Since that time, I ageed to pay on the account by the 10th of each month, the amount of {$50.00}, which I pay every month and have not missed a month. BUT, every month, I have to contact the company, because the website is always down and unable to access it to make the payment like I should. This month, they have not fixed the website at all, and I am going to have to call and make a payment over the phone. They charge me {$4.00} to make the payment on the website and yet the website is always down. They also report to the credit agencies that the payment is always late. 
This has become a frustration, especially at this time with finances being tight due to the many shutdowns, and it is like they do not want me t",Closed with explanation,Debt Collection Practices,0.9,Dispute Process Failures,2,Negative,Frustrated
CFPB-001004,2025-04-04T12:00:00-05:00,Checking or savings account,Chime Financial Inc,TX,Chime has given me the run around regarding my disputes ( Unauthorized Transactions ). After speaking with multiple Specialists and Supervisors the only thing they have in common is that I am eligible for the credits that have not been applied to my account on or before XX/XX/XXXX of 2025. I am truly concerned because not only do they outsource to a team that is not in America they have a lack of concern to follow the banking regulations. After mixed reviews and their sad response received at the XXXX I am honestly concerned regarding all account holders at Chime because as they stated they simply dont have the means to handle disputes. Nor are they even attempting to ensure a smooth process for me or other the account holders. After being hung up several times and overlooked I am genuinely concerned regarding the false marketing. When something happens Chime does not issue the provisional credit. They linger about to deny the dispute and I will not go for that. If Chime does not live ,Closed with explanation,Banking and Account Access Problems,0.9,Customer Service and Communication Failures,2,Negative,Frustrated
CFPB-001005,2015-06-10T12:00:00-05:00,Mortgage,NATIONSTAR MORTGAGE LLC,TN,"I am writing to the CFPB today regarding past appraisal fraud violations against Nationstar Mortgage as the servicer of my XXXX loans. I have been addressing these issues with Nationstar Mortgage for over a year but have been met with their stock response that "" the error asserted within your correspondence did not occur '' even though I witnessed it occur and Nationstar Mortgage never investigated my claims ; my valid claims have fallen on deaf ears to date. 

With that said and in the midst of addressing past appraisal fraud violations, Nationstar Mortgage has now also engaged directly in appraisal fraud when they hired XXXX, a Nationstar Mortgage subsidiary, to appraise my property at a unreliable and high enough level to disqualify me from mortgage assistance. In fact, Nationstar Mortgage has graciously increased the value of my home by more than {$60000.00} in just nine months ( from XX/XX/XXXX to XXXX ) surpassing the national average without even walking up to the front door to ",Closed with explanation,Loan & Mortgage Servicing,0.9,Dispute Process Failures,2,Negative,Angry
CFPB-001006,2025-12-03T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",MD,"I am a consumer who is in the process of fixing my credit, and I would like to dispute several accounts listed on my credit report. Below are the accounts in dispute, organized by each bureau : Charged Off Accounts : US Dept Ed, Account Number : XXXX, Date Opened : XX/XX/XXXX, Balance : {$0.00} XXXX  XXXX, Account Number : XXXX, Date Opened : XX/XX/XXXX, Balance : {$0.00} XXXX, Account Number : XXXX, Date Opened : XX/XX/XXXX, Balance : {$0.00} Late Payments : XXXX XXXX Account Number : XXXX XXXX  XXXX, Account Number : XXXX XXXX, Account Number : XXXX U.S. Dept of Ed , Account Number : XXXX U.S. Dept of Ed , Account Number : XXXX US Dept Ed, Account Number : XXXX US Dept Ed, Account Number : XXXX",Closed with non-monetary relief,Dispute and Investigation Process Issues,0.75,,3,Neutral,Neutral
CFPB-001007,2025-05-04T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",IL,"Subject : Formal Dispute of Inconsistent Reporting by XXXX XXXX XXXX  To Whom It May Concern : I am writing to formally dispute several inconsistencies and inaccuracies reported by XXXX XXXX XXXX on my credit file. Upon reviewing my credit reports from Experian, Equifax, and TransUnion, I noticed significant discrepancies in how this account is being reported across the three bureaus, which may be adversely affecting my creditworthiness.

The specific inconsistencies include : 1. Different Account Balances Each bureau is reporting a different outstanding balance for the same account, which is inaccurate and misleading.

2. Conflicting Open and Close Dates The reported account opening and closing dates vary across the bureaus, which raises concerns about the integrity of the data.

3. Inconsistent Payment History The month-by-month payment records are not aligned among the three reports. In some cases, late payments are shown on one bureau and marked current on another.

4. Different La",Closed with explanation,Inaccurate Payment History & Account Data,0.9,Dispute Process Failures,2,Negative,Frustrated
CFPB-001008,2023-12-29T12:00:00-05:00,Credit card,Experian Information Solutions Inc.,WI,"It's unreasonable, given that I've consistently made payments on this account promptly without any delays. Kindly adjust my account to reflect the correct payment history.",Closed with explanation,Inaccurate Payment History & Account Data,0.8,,2,Negative,Frustrated
CFPB-001009,2023-04-02T12:00:00-05:00,Credit reporting,CAPITAL ONE FINANCIAL CORPORATION,PA,"Capital one violated my rights.

An accordance with fair credit reporting act capital one has violated my rights, U.S.C 1681 section 602 A, states i have the right to privacy.

U.S.C 1681 section 604 section 2, it also states a consumer reporting agency can not furnish a account without my written instructions.

U.S.C 1666B : a creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any payments.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.85,,2,Negative,Angry
CFPB-001010,2024-12-11T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",TX,"Dear CFPB Representative, I am writing to formally file a complaint against all three major credit reporting agenciesEquifax, XXXX, and XXXX their failure to correct inaccurate personal information on my credit reports despite my repeated attempts to resolve this matter. The inaccurate information reported by these agencies is not only a violation of federal law but also continues to harm my ability to maintain a fair and accurate credit profile.

I demand immediate removal of all inaccurate personal information and compliance with federal regulations mandating accuracy and verification.

Violations of Federal Law The credit reporting agencies have failed to comply with several federal laws regarding accurate and verifiable reporting, including but not limited to : 1. 15 U.S. Code 1681i Procedures in Case of Disputed Accuracy Under this statute, credit reporting agencies are required to investigate disputes thoroughly and correct inaccurate information. Despite providing clear document",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001011,2024-12-14T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,"Recently I looked at a copy of my credit report and noticed several inaccuracies on my account. This account is hurting my ability to obtain credit. It's my understanding that the credit bureaus will investigate this account for me to ensure accuracy Here is the account I am asking you to verify as accurate. 
account name : XXXX account number : XXXX",Closed with non-monetary relief,Dispute Process Failures,0.75,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-001012,2023-08-04T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,PA,"According to www.justice.gov, Identity theft and identity fraud are terms used to refer to all types of crime in which someone wrongfully obtains and uses another person 's personal data in some way that involves fraud or deception, typically for economic gain. The Department of Justice prosecutes cases of identity theft and fraud under a variety of federal statutes. In the fall of 1998, for example, Congress passed the Identity Theft and Assumption Deterrence Act. This legislation created a new offense of identity theft, which prohibits "" knowingly transfer [ ring ] or us [ ing ], without lawful authority, a means of identification of another person with the intent to commit, or to aid or abet, any unlawful activity that constitutes a violation of Federal law, or that constitutes a felony under any applicable State or local law. '' 18 U.S.C. 1028 ( a ) ( 7 ). This offense, in most circumstances, carries a maximum term of 15 years ' imprisonment, a fine, and criminal forfeiture of any ",Closed with explanation,Identity Theft & Fraudulent Accounts,0.6,,3,Neutral,Neutral
CFPB-001013,2023-08-27T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NC,"I ( XXXX XXXX XXXX have repeatedly attempted to communicate with and receive assistance from Equifax to no avail. I have made attempts through their multiple designated phone numbers and directly through their website to no avail. 

Currently, I need to place a fraud alert on my credit file but Equifax refuses to assist me. 

As previously documented, there is now an ongoing history of Equifax refusing to comply with their legally mandated requirements to assist me. 

Unfortunately, my data has been involved in more than one company data breach. I was just notified of the most recent data breach. Equifax is consistently the most difficult and now impossible credit bureau to interact with and attempt to receive assistance from. Their phone numbers essentially hang up on me. Their website does not allow me to receive the necessary assistance to implement a fraud alert. 

Equifax NEEDS to be held accountable.",Closed with explanation,Customer Service and Communication Failures,0.9,Identity Theft and Fraudulent Accounts,1,Very Negative,Frustrated
CFPB-001014,2025-05-02T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",IL,"I am writing to express my deep concern regarding the unavailability of my credit data from your bureau. As a diligent consumer who consistently monitors their credit profile, I am troubled by the recent discovery that vital information seems to be missing from your records. Despite being proactive in managing my finances and ensuring timely payments on all accounts, I have encountered significant hurdles due to the absence of my credit data from your bureau. This has not only caused inconvenience but has also put me in a precarious position, especially concerning recent financial transactions and loan applications. I have made numerous attempts to address this issue through your customer service channels, but regrettably, the resolution process has been slow and ineffective. As a result, I find myself facing unnecessary challenges in accessing essential financial services and opportunities.",Closed with explanation,Dispute Process Failures,0.8,,2,Negative,Frustrated
CFPB-001015,2020-02-04T12:00:00-05:00,"Payday loan, title loan, or personal loan","Advance America, Cash Advance Centers, Inc.",CA,"Advance America debited my checking account with XXXX  XXXX XXXX ending # XXXX on wrong date and a sum of {$230.00} has a negative on my account with charge fees of {$35.00}. 
I am respectfully not able to pay the full amount of {$230.00}, but l can start a payment extension and payment plan with Advance America to pay payday loan. 
Also, the fees are very high on payday loans and interest over 45 %. 
I am respectfully XXXX Lifetime and Retired and a XXXX XXXX Honorable Military Veteran and on a XXXX fixed income.",Closed with explanation,"Billing, Fees & Card Disputes",0.85,,2,Negative,Frustrated
CFPB-001016,2025-07-30T12:00:00-05:00,Debt collection,"January Technologies, Inc",NC,"XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, and January all once owned a Allegedly debt accounts of my sister and I. They have mixed up our accounts and emails, exposing our personal information to an unauthorized third party. On multiple occasions XXXX XXXX XXXX XXXX XXXX XXXX",Closed with explanation,Identity Theft & Fraudulent Accounts,0.8,,2,Negative,Worried
CFPB-001017,2015-07-13T12:00:00-05:00,Mortgage,NATIONSTAR MORTGAGE LLC,NC,"I have filed numerous complaints in an attempt to stop Nationstar Mortgage from attempting to steal my home. I have not been able to reach a representative since I submitted my modification documents. Their phone number does not work and you can never reach a representative during the hours they claim to be available to check on the status of my modification. This is an attempt by this company to steal my home as I sink further past due with no relief available because they are not returning calls. I have filed complaints with the CFPB, XXXX, Justice Department and any other entity I feel can help me stop this crooked company from stealing my home. Please help! I just received a call from someone who claims to work in their customer relation department but he did n't want to discuss my modification. He claim to have called to let me know it has been assigned to someone. I told him I know a XXXX XXXX is supposed to be handling it but I have been trying for almost a month to reach her an",Closed with explanation,Loan & Mortgage Servicing,0.9,Debt Collection Practices,2,Negative,Worried
CFPB-001018,2023-05-18T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",DE,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 
Account name : XXXX, Account : XXXX, Account : XXXX XXXX XXXX XXXX Account : XXXX XXXX has violated my rights. Or list of inquiries 15 U.S.C 1681 section 602 A. States I have the right to privacy. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the 15 U S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.9,Identity Theft & Fraudulent Accounts,2,Negative,Angry
CFPB-001019,2023-06-15T12:00:00-05:00,Checking or savings account,WELLS FARGO & COMPANY,CA,"I noticed while looking at my Wells Fargo account history that the following activity on XXXX/XXXX/2023 was posted : "" WITHDRAWAL MADE IN A BRANCH/STORE ''. I did not make a withdrawal. the amount was XXXX dollars in cash. I called wells fargo and they could not tell me which branch or anything except that this was done using a handwritten check. i have never used a check in my entire life except for once, a cashier 's check to buy a car. that is it. This is definitely fraudulent.",Closed with monetary relief,"Billing, Fees & Card Disputes",0.9,Identity Theft & Fraudulent Accounts,2,Negative,Angry
CFPB-001020,2020-12-06T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,"After Reviewing my Credit Reports, I noticed that there is a Public Record Bankruptcy on my Credit Report. XXXX and Trans-union have not verified Accuracy of Bankruptcy on my credit report. I disputed these item on my report with XXXX and Trans-union but they have not remove public record Bankruptcy. Im not able to get approved for any new line of credit because of this. XXXX  stated they verified bankruptcy with XXXX XXXX but my XXXX XXXX file has an security freeze which prohibit anyone from viewing my report. XXXX  and Trans Union are violating Fair Credit reporting act. The Bankruptcy reporting on my credit report has an address where I do not live. I disputed these items multiple times but they have not removed item. I contacted the Federal US BankRuptcy  courts which they advised that they do not report to the credit bureaus. They do not disclose anyone Social Security or Date of Birth to credit bureaus. Also Address with Bankruptcy court is not my current address. this is unveri",Closed with explanation,Dispute Process Failures,0.9,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-001021,2017-07-18T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Hello I cald trans union about inquiry issues on my report an the customer service sed the ca n't help me delete this items after that the hung up the phone,Closed with explanation,Unauthorized Credit Inquiries,0.8,,2,Negative,Frustrated
CFPB-001022,2023-11-13T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,NJ,"I recently obtained a copy of my credit report and reviewed it. It stated that the following inquiries ( mentioned below ) made a credit inquiry. These inquiries, however, were not authorized by me. As a result, I'm sending thisto contest the inquiries and have them deleted from my credit report. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.95,,2,Negative,Worried
CFPB-001023,2022-03-21T12:00:00-05:00,Credit reporting,TRUIST FINANCIAL CORPORATION,KY,"I made a complaint on XX/XX/2020 against Regional Acceptance regarding a previous car loan and the account being sold to collections. Per Regional acceptance they did not sale my account. They only allowed for XXXX to handle my account. Which is completely fine by me. 
Since Regional Acceptance let XXXX handle my account, that means that XXXX can make decisions on there clients behalf. Which they did- when they agreed to a settlement of the amount of money owed, also the agreement of removal.",Closed with explanation,Debt Collection Practices,0.7,,3,Neutral,Neutral
CFPB-001024,2025-01-24T12:00:00-05:00,Checking or savings account,NAVY FEDERAL CREDIT UNION,CA,Navy Federal keeps allowing overdraft fees to hit my bank account. After many in-face discussion 's with their team member. The account will show that is Im getting charged overdrafted fees when the money is in the system but not in the system at the same time. Ill pay the bill either on due date or a prior date and I will still get hit with an extreme overdraft fee or an interest fee.,Closed with explanation,"Billing, Fees & Card Disputes",0.9,,2,Negative,Frustrated
CFPB-001025,2024-03-27T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NJ,"The presence of these fraudulent details violates the regulations set forth in 15 USC 1681C-2. I am formally requesting the removal of these unauthorized and unlawful inquiries from my credit report. These deceptive inquiries not only provide an inaccurate portrayal of my credit history but also expose me to considerable risks concerning my financial stability and reputation. It is crucial to address this issue promptly to protect my creditworthiness and uphold the integrity of my credit report. Therefore, I am seeking the swift removal of these fraudulent inquiries to restore the precision and dependability of my credit profile.",Closed with explanation,Unauthorized Credit Inquiries,0.85,,2,Negative,Worried
CFPB-001026,2024-03-18T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,I recently reviewed a copy of my credit report. I was shocked to learn that I have been a victim of identity theft. I found numerous accounts on my credit report that were not open by me. This has been hurting me as I am in the process of buying a home for my family. Please remove the fraudulent accounts from my credit report as soon as possible.,Closed with non-monetary relief,Identity Theft & Fraudulent Accounts,0.95,,2,Negative,Worried
